,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
90,1004633,P00126242,M,0-17,0,B,1,0,2,4.0,5.0,9713
91,1002060,P00309242,M,0-17,1,C,3,0,5,8.0,,5164
92,1001380,P00053842,M,0-17,10,C,0,0,4,5.0,12.0,2185
93,1000960,P00357242,M,0-17,10,C,4+,0,5,,,7179
94,1005390,P00162442,M,0-17,0,C,1,0,1,16.0,,15585
95,1001910,P00357842,M,0-17,10,C,0,0,5,,,5404
96,1001818,P00100442,M,0-17,8,C,4+,0,2,4.0,5.0,13266
97,1001910,P00338442,M,0-17,10,C,0,0,1,16.0,,7667
98,1001198,P00122442,M,0-17,10,C,1,0,1,11.0,15.0,15818
99,1000884,P00181542,M,0-17,10,C,3,0,11,16.0,,4658
100,1004830,P00000142,M,0-17,10,C,0,0,3,4.0,5.0,11024
101,1003710,P00298942,M,0-17,10,C,1,0,1,5.0,,15853
102,1005716,P00174842,M,0-17,10,C,4+,0,17,,,7702
103,1003028,P00170442,M,0-17,10,C,3,0,5,,,8774
104,1001084,P00022542,M,0-17,19,C,0,0,5,,,5479
105,1001084,P00169742,M,0-17,19,C,0,0,1,8.0,15.0,4009
106,1004006,P00246142,M,0-17,7,C,3,0,1,15.0,17.0,11962
107,1000753,P00156342,M,0-17,10,C,1,0,5,,,6958
108,1005716,P00250842,M,0-17,10,C,4+,0,8,,,8013
109,1002236,P00354342,M,0-17,10,C,0,0,5,11.0,,7027
110,1004102,P00180442,M,0-17,10,C,1,0,11,,,4645
111,1002108,P00117442,M,0-17,10,C,1,0,5,14.0,,8639
112,1001366,P00295942,M,0-17,10,C,0,0,2,5.0,15.0,16295
113,1003904,P00112142,M,0-17,10,C,1,0,1,2.0,14.0,19018
114,1001380,P00032942,M,0-17,10,C,0,0,15,16.0,,16906
115,1001499,P00127042,M,0-17,10,C,1,0,4,5.0,,2849
116,1001380,P00070342,M,0-17,10,C,0,0,1,2.0,14.0,11975
117,1002024,P00155342,M,0-17,19,C,2,0,5,13.0,,3529
118,1001982,P0097242,M,0-17,10,C,4+,0,1,16.0,,15904
119,1002060,P00278642,M,0-17,1,C,3,0,5,,,5319
120,1004102,P00263042,M,0-17,10,C,1,0,1,16.0,,15709
121,1001296,P00058042,M,0-17,0,C,4+,0,8,16.0,,9997
122,1001096,P00157642,M,0-17,10,C,1,0,1,14.0,16.0,11835
123,1002108,P00070942,M,0-17,10,C,1,0,3,5.0,16.0,13595
124,1001366,P00256642,M,0-17,10,C,0,0,5,,,8584
125,1000926,P00211942,M,0-17,10,C,1,0,8,,,8135
126,1002042,P00022542,M,0-17,10,C,4+,0,5,,,6923
127,1001982,P00265242,M,0-17,10,C,4+,0,5,8.0,,8568
128,1001200,P00307542,M,0-17,0,C,4+,0,1,15.0,,8147
129,1002079,P00072442,M,0-17,10,C,3,0,2,,,9931
130,1004707,P00253042,M,0-17,0,C,4+,0,8,,,2304
131,1002042,P00074342,M,0-17,10,C,4+,0,5,,,6980
132,1001366,P00110842,M,0-17,10,C,0,0,1,2.0,5.0,15398
133,1000906,P00370853,M,0-17,10,C,1,0,19,,,50
134,1003780,P00010742,M,0-17,0,C,0,0,1,8.0,17.0,19402
135,1000926,P00165442,M,0-17,10,C,1,0,1,15.0,16.0,15605
136,1002042,P00071442,M,0-17,10,C,4+,0,15,17.0,,21187
137,1005042,P00034442,F,18-25,2,A,4+,1,1,14.0,16.0,15297
138,1000242,P00045342,F,18-25,4,A,3,0,1,5.0,17.0,11683
139,1005547,P00258742,F,18-25,4,A,3,1,5,,,7047
140,1002937,P00007242,F,18-25,4,A,4+,0,8,12.0,,7877
141,1000242,P00187442,F,18-25,4,A,3,0,2,4.0,5.0,6587
142,1004611,P00116842,F,18-25,4,A,2,0,2,5.0,8.0,9995
143,1004675,P00028842,F,18-25,4,A,2,0,6,8.0,,16382
144,1004675,P00037042,F,18-25,4,A,2,0,1,15.0,,11556
145,1000695,P00218742,F,18-25,1,A,2,0,5,,,5474
146,1003312,P00243942,F,18-25,4,A,3,0,1,2.0,15.0,11826
147,1001114,P00130742,F,18-25,9,A,2,0,1,14.0,17.0,8100
148,1005458,P00164842,F,18-25,2,A,1,0,5,16.0,,5310
149,1003518,P00251242,F,18-25,7,A,2,0,5,11.0,,7061
150,1000242,P00015542,F,18-25,4,A,3,0,1,2.0,13.0,7769
151,1003312,P00254642,F,18-25,4,A,3,0,5,8.0,,8850
152,1005605,P00125342,F,18-25,2,A,0,0,11,,,4505
153,1004517,P00350242,F,18-25,1,A,0,1,5,14.0,,1729
154,1003259,P00086842,F,18-25,4,A,2,0,14,16.0,,14728
155,1005754,P00032842,F,18-25,1,A,2,0,8,,,6044
156,1005605,P00285842,F,18-25,2,A,0,0,5,,,8586
157,1002885,P00065242,F,18-25,1,A,2,0,2,3.0,4.0,6737
158,1003259,P00189242,F,18-25,4,A,2,0,5,,,6908
159,1000855,P00148642,F,18-25,2,A,2,1,6,10.0,13.0,16014
160,1000101,P00370242,F,18-25,3,A,1,0,5,,,8671
161,1003967,P00184942,F,18-25,2,A,1,0,1,8.0,17.0,19468
162,1002106,P00144642,F,18-25,20,A,3,1,1,15.0,16.0,4347
163,1002968,P00302942,F,18-25,0,A,2,0,8,,,7904
164,1003259,P00295842,F,18-25,4,A,2,0,5,8.0,,5447
165,1000242,P00036142,F,18-25,4,A,3,0,5,,,5280
166,1005547,P00263142,F,18-25,4,A,3,1,5,,,5395
167,1005605,P00244442,F,18-25,2,A,0,0,11,,,4431
168,1004675,P00157542,F,18-25,4,A,2,0,8,14.0,,6038
169,1005458,P00328942,F,18-25,2,A,1,0,5,6.0,8.0,6970
170,1002763,P00248142,F,18-25,4,A,2,0,5,,,8672
171,1005754,P00004242,F,18-25,1,A,2,0,1,6.0,8.0,7873
172,1000242,P00048742,F,18-25,4,A,3,0,5,,,5206
173,1003590,P00240142,F,18-25,15,A,1,0,5,,,6884
174,1000855,P00267942,F,18-25,2,A,2,1,8,14.0,,7823
175,1003004,P00152242,F,18-25,4,A,1,0,14,16.0,,7953
176,1003590,P00265242,F,18-25,15,A,1,0,5,8.0,,8788
177,1003004,P00296042,F,18-25,4,A,1,0,8,13.0,16.0,5958
178,1005458,P00120042,F,18-25,2,A,1,0,1,2.0,,19354
179,1005605,P00235342,F,18-25,2,A,0,0,11,,,6059
180,1005605,P00206342,F,18-25,2,A,0,0,5,8.0,,3526
181,1005605,P00275742,F,18-25,2,A,0,0,8,16.0,,9845
182,1003590,P00305142,F,18-25,15,A,1,0,1,,,15778
183,1003518,P00015742,F,18-25,7,A,2,0,7,,,20949
184,1003312,P00062842,F,18-25,4,A,3,0,1,2.0,13.0,11998
185,1004611,P0099442,F,18-25,4,A,2,0,6,8.0,,16263
186,1002106,P00238742,F,18-25,20,A,3,1,13,,,585
187,1005042,P00141842,F,18-25,2,A,4+,1,5,14.0,,3580
188,1005458,P00044442,F,18-25,2,A,1,0,1,16.0,,15818
189,1000855,P00057342,F,18-25,2,A,2,1,4,5.0,,2069
190,1000242,P00211142,F,18-25,4,A,3,0,5,,,6995
191,1003967,P00238542,F,18-25,2,A,1,0,5,14.0,,5194
192,1000855,P00034842,F,18-25,2,A,2,1,5,14.0,,7136
193,1002968,P00178942,F,18-25,0,A,2,0,5,8.0,,6859
194,1003971,P00014842,F,18-25,4,B,0,0,1,2.0,5.0,11510
195,1002073,P00320842,F,18-25,4,B,4+,0,1,4.0,9.0,3906
196,1000531,P00134542,F,18-25,14,B,0,0,5,14.0,,1849
197,1002747,P00042742,F,18-25,4,B,2,0,5,14.0,,8649
198,1005530,P00316942,F,18-25,4,B,0,0,4,5.0,,1398
199,1004579,P00157642,F,18-25,4,B,1,1,1,14.0,16.0,11599
200,1002854,P00250342,F,18-25,4,B,1,0,16,,,12198
201,1003026,P00224442,F,18-25,4,B,1,0,5,,,5353
202,1004579,P00244342,F,18-25,4,B,1,1,11,,,4556
203,1005745,P00036842,F,18-25,4,B,1,1,1,14.0,16.0,11489
204,1002926,P00008742,F,18-25,2,B,1,0,5,,,3767
205,1000531,P00271142,F,18-25,14,B,0,0,5,,,5147
206,1001962,P00191342,F,18-25,1,B,0,1,2,4.0,9.0,3428
207,1005847,P00060242,F,18-25,4,B,2,0,3,4.0,,13617
208,1002188,P00156842,F,18-25,19,B,4+,0,4,5.0,,2764
209,1004849,P00237642,F,18-25,4,B,1,0,5,14.0,,7154
210,1003308,P00277942,F,18-25,20,B,3,1,1,,,4205
211,1001697,P00331542,F,18-25,4,B,3,0,5,8.0,,5269
212,1001962,P00284942,F,18-25,1,B,0,1,16,,,16604
213,1005530,P00075742,F,18-25,4,B,0,0,8,14.0,,4060
214,1003510,P00265242,F,18-25,4,B,1,1,5,8.0,,5161
215,1005530,P00128242,F,18-25,4,B,0,0,5,12.0,14.0,5160
216,1002258,P00282142,F,18-25,4,B,4+,0,3,4.0,,10767
217,1002926,P00300642,F,18-25,2,B,1,0,5,14.0,,3745
218,1005618,P00006942,F,18-25,4,B,3,0,1,5.0,6.0,7702
219,1005649,P00080342,F,18-25,4,B,1,0,1,6.0,8.0,19238
220,1004387,P00287542,F,18-25,4,B,0,0,8,,,5996
221,1003569,P00125342,F,18-25,2,B,1,0,11,,,7381
222,1001962,P00136442,F,18-25,1,B,0,1,14,,,3845
223,1000601,P00282042,F,18-25,20,B,3,1,5,15.0,,5451
224,1003349,P00186642,F,18-25,4,B,1,0,2,4.0,15.0,16437
225,1000092,P00300642,F,18-25,4,B,1,0,5,14.0,,1773
226,1004387,P00214442,F,18-25,4,B,0,0,8,,,8071
227,1005282,P00228642,F,18-25,4,B,1,1,5,18.0,,7099
228,1005081,P00338442,F,18-25,4,B,3,0,1,16.0,,15273
229,1005530,P00302542,F,18-25,4,B,0,0,5,,,1802
230,1003026,P00362642,F,18-25,4,B,1,0,8,18.0,,6034
231,1002854,P00178242,F,18-25,4,B,1,0,8,,,7894
232,1004387,P00176542,F,18-25,4,B,0,0,8,14.0,17.0,7937
233,1005530,P00194242,F,18-25,4,B,0,0,11,16.0,,2962
234,1002073,P00271142,F,18-25,4,B,4+,0,5,,,7081
235,1003569,P00295842,F,18-25,2,B,1,0,5,8.0,,5232
236,1001962,P00303042,F,18-25,1,B,0,1,5,,,7152
237,1003752,P00052242,F,18-25,1,B,4+,0,8,,,3990
238,1005649,P00176842,F,18-25,4,B,1,0,12,14.0,,1730
239,1005282,P00118342,F,18-25,4,B,1,1,2,3.0,15.0,16464
240,1001146,P00001642,F,18-25,16,B,2,1,8,16.0,,4189
241,1002924,P00371644,F,18-25,4,B,4+,0,20,,,604
242,1005198,P00044142,F,18-25,4,B,0,0,8,16.0,,4228
243,1001254,P00170942,F,18-25,1,B,2,0,5,8.0,14.0,8687
244,1003569,P00226342,F,18-25,2,B,1,0,11,15.0,,4664
245,1001356,P00143342,F,18-25,4,B,2,0,1,14.0,16.0,4002
246,1002873,P0096542,F,18-25,4,B,1,0,3,4.0,12.0,10970
247,1004387,P00327342,F,18-25,4,B,0,0,16,,,12444
248,1005282,P0096842,F,18-25,4,B,1,1,3,4.0,12.0,11024
249,1000601,P00265242,F,18-25,20,B,3,1,5,8.0,,8895
250,1005357,P00249642,F,18-25,20,B,2,1,3,5.0,,13696
251,1004387,P00043742,F,18-25,4,B,0,0,5,8.0,,6935
252,1001265,P00050142,F,18-25,20,B,0,1,5,,,3569
253,1003322,P00086042,F,18-25,4,B,2,0,8,14.0,17.0,10008
254,1005688,P00058142,F,18-25,4,B,1,0,3,4.0,12.0,8212
255,1000746,P00093542,F,18-25,19,B,3,0,1,6.0,,3808
256,1002973,P00249642,F,18-25,4,B,1,0,3,5.0,,10785
257,1000092,P00182642,F,18-25,4,B,1,0,2,4.0,9.0,16472
258,1001265,P00366942,F,18-25,20,B,0,1,8,,,8039
259,1001638,P00322542,F,18-25,17,B,3,0,8,,,9797
260,1001356,P00120042,F,18-25,4,B,2,0,1,2.0,,19013
261,1003026,P00200242,F,18-25,4,B,1,0,8,10.0,16.0,10054
262,1005847,P00182642,F,18-25,4,B,2,0,2,4.0,9.0,16495
263,1000601,P00034842,F,18-25,20,B,3,1,5,14.0,,5340
264,1005282,P00268242,F,18-25,4,B,1,1,5,14.0,,1919
265,1004662,P00303142,F,18-25,4,B,1,1,5,,,3654
266,1001755,P00042742,F,18-25,4,B,4+,0,5,14.0,,7077
267,1002926,P00147942,F,18-25,2,B,1,0,1,16.0,,11677
268,1001697,P00237042,F,18-25,4,B,3,0,3,4.0,,10843
269,1002258,P00276142,F,18-25,4,B,4+,0,12,,,1406
270,1001596,P00046242,F,18-25,5,B,2,0,8,,,8108
271,1003026,P00037142,F,18-25,4,B,1,0,1,2.0,5.0,11828
272,1001697,P00113042,F,18-25,4,B,3,0,11,16.0,,7459
273,1001865,P00035842,F,18-25,1,B,2,0,5,6.0,9.0,5168
274,1001697,P00086342,F,18-25,4,B,3,0,8,,,5956
275,1005956,P00024142,F,18-25,4,B,2,0,8,9.0,14.0,6005
276,1002873,P00171642,F,18-25,4,B,1,0,5,8.0,14.0,8640
277,1001962,P00170442,F,18-25,1,B,0,1,5,,,6912
278,1004387,P00138342,F,18-25,4,B,0,0,8,14.0,,2283
279,1001865,P00224142,F,18-25,1,B,2,0,8,,,6102
280,1001265,P00119442,F,18-25,20,B,0,1,5,,,7020
281,1000531,P00210042,F,18-25,14,B,0,0,8,14.0,,6162
282,1001265,P00150342,F,18-25,20,B,0,1,8,14.0,,8038
283,1001125,P00278542,F,18-25,4,B,2,0,8,,,8093
284,1001697,P00086042,F,18-25,4,B,3,0,8,14.0,17.0,9804
285,1000601,P00173742,F,18-25,20,B,3,1,1,5.0,8.0,15893
286,1005282,P00056242,F,18-25,4,B,1,1,4,5.0,,2080
287,1004387,P00120942,F,18-25,4,B,0,0,8,,,7960
288,1004579,P00110942,F,18-25,4,B,1,1,1,2.0,,19613
289,1005081,P00256642,F,18-25,4,B,3,0,5,,,7137
290,1005913,P00238742,F,18-25,0,B,0,0,13,,,197
291,1001645,P00080042,F,18-25,9,B,1,1,5,14.0,,6862
292,1000092,P00058042,F,18-25,4,B,1,0,8,16.0,,7859
293,1002854,P00351342,F,18-25,4,B,1,0,1,2.0,16.0,11660
294,1005198,P00130642,F,18-25,4,B,0,0,11,16.0,,4594
295,1004596,P00197142,F,18-25,4,B,1,0,5,,,3578
296,1002854,P00198342,F,18-25,4,B,1,0,5,11.0,,3444
297,1001697,P00088642,F,18-25,4,B,3,0,5,8.0,17.0,7148
298,1003026,P00196142,F,18-25,4,B,1,0,3,4.0,5.0,2996
299,1001356,P00187042,F,18-25,4,B,2,0,2,4.0,5.0,3442
300,1005246,P00074342,F,18-25,0,C,1,1,5,,,8814
301,1000541,P00045842,F,18-25,4,C,3,0,5,14.0,,3586
302,1000430,P00141542,F,18-25,10,C,1,1,5,,,1933
303,1005992,P00326842,F,18-25,4,C,4+,0,5,8.0,,5259
304,1005619,P00086042,F,18-25,4,C,0,0,8,14.0,17.0,8055
305,1004699,P00145642,F,18-25,0,C,4+,0,1,8.0,17.0,7647
306,1004705,P00113642,F,18-25,0,C,0,1,8,,,8077
307,1000310,P00012242,F,18-25,4,C,1,0,2,4.0,9.0,12752
308,1000298,P00324942,F,18-25,4,C,2,0,5,,,6898
309,1001535,P00037742,F,18-25,20,C,3,0,8,,,2050
310,1004298,P00190542,F,18-25,14,C,1,0,3,4.0,,10638
311,1005061,P00248142,F,18-25,19,C,2,1,5,,,5301
312,1004745,P00351342,F,18-25,4,C,4+,0,1,2.0,16.0,11732
313,1002712,P00147942,F,18-25,19,C,0,0,1,16.0,,15600
314,1001460,P00306142,F,18-25,4,C,3,1,5,,,6934
315,1005419,P00109242,F,18-25,12,C,3,1,6,8.0,10.0,16696
316,1003951,P00070542,F,18-25,4,C,3,1,3,15.0,,13276
317,1000268,P00303242,F,18-25,12,C,1,0,5,8.0,,6853
318,1004699,P00154042,F,18-25,0,C,4+,0,1,2.0,15.0,12067
319,1005305,P00164842,F,18-25,4,C,3,1,5,16.0,,6992
320,1000666,P00044142,F,18-25,0,C,2,0,8,16.0,,3891
321,1002684,P00084442,F,18-25,0,C,3,1,13,16.0,,765
322,1005400,P00334242,F,18-25,4,C,2,0,1,8.0,,19589
323,1005160,P00028842,F,18-25,4,C,2,0,6,8.0,,16267
324,1002684,P00117442,F,18-25,0,C,3,1,5,14.0,,6989
325,1005305,P00191342,F,18-25,4,C,3,1,2,4.0,9.0,12835
326,1004298,P00119342,F,18-25,14,C,1,0,10,13.0,,23196
327,1005639,P00288042,F,18-25,4,C,2,0,8,,,6034
328,1001678,P00006942,F,18-25,17,C,1,0,1,5.0,6.0,12075
329,1004705,P00218342,F,18-25,0,C,0,1,5,,,6986
330,1003951,P0099242,F,18-25,4,C,3,1,8,14.0,,7852
331,1000162,P00355142,F,18-25,4,C,4+,0,1,15.0,,15912
332,1001824,P00138542,F,18-25,4,C,2,0,5,6.0,,5193
333,1001196,P00059442,F,18-25,14,C,3,0,6,8.0,16.0,12133
334,1003418,P00318742,F,18-25,3,C,4+,0,1,8.0,,19537
335,1001951,P00350242,F,18-25,4,C,1,0,5,14.0,,3467
336,1003418,P00159442,F,18-25,3,C,4+,0,5,8.0,,7139
337,1005305,P00255842,F,18-25,4,C,3,1,16,,,16813
338,1001347,P00014542,F,18-25,1,C,0,0,8,,,8088
339,1002692,P00249542,F,18-25,4,C,0,0,1,5.0,15.0,8227
340,1005061,P00236342,F,18-25,19,C,2,1,5,14.0,,3691
341,1003831,P00184942,F,18-25,6,C,1,0,1,8.0,17.0,19042
342,1002800,P00371644,F,18-25,4,C,1,0,20,,,254
343,1002782,P00010242,F,18-25,4,C,4+,0,5,,,5259
344,1006031,P00129642,F,18-25,0,C,1,0,5,,,3666
345,1003788,P00375436,F,18-25,0,C,4+,1,20,,,362
346,1001557,P00249642,F,18-25,4,C,1,0,3,5.0,,13527
347,1003219,P0096442,F,18-25,4,C,1,0,4,5.0,12.0,3503
348,1001824,P00213942,F,18-25,4,C,2,0,5,14.0,,7055
349,1005305,P00296542,F,18-25,4,C,3,1,8,,,7778
350,1004745,P00217742,F,18-25,4,C,4+,0,5,14.0,,1949
351,1001401,P00260042,F,18-25,1,C,3,0,5,8.0,,5157
352,1000310,P00162942,F,18-25,4,C,1,0,7,,,16658
353,1000372,P00355142,F,18-25,4,C,2,0,1,15.0,,15465
354,1001824,P00335542,F,18-25,4,C,2,0,8,,,7801
355,1005401,P00242142,F,18-25,1,C,2,1,5,9.0,,5328
356,1000569,P00185642,F,18-25,4,C,3,1,4,5.0,,2116
357,1003831,P00296042,F,18-25,6,C,1,0,8,13.0,16.0,9703
358,1000541,P0096142,F,18-25,4,C,3,0,3,4.0,,8031
359,1000480,P00365242,F,18-25,4,C,1,0,5,8.0,,8762
360,1002396,P00240142,F,18-25,0,C,1,0,5,,,8902
361,1003029,P00302942,M,18-25,4,A,4+,0,8,,,9793
362,1000392,P00217942,M,18-25,7,A,0,0,5,,,8906
363,1003884,P00250642,M,18-25,4,A,1,1,11,,,2993
364,1000197,P00129542,M,18-25,14,A,3,0,8,14.0,,5994
365,1003512,P00112842,M,18-25,17,A,2,0,8,17.0,,9825
366,1001112,P00225542,M,18-25,6,A,4+,0,5,8.0,,7152
367,1003509,P00259042,M,18-25,4,A,0,0,5,,,1764
368,1005367,P00227942,M,18-25,4,A,1,0,2,5.0,,6729
369,1000152,P00220442,M,18-25,4,A,3,0,5,14.0,,6902
370,1001447,P00002342,M,18-25,4,A,0,0,16,,,8074
371,1005684,P00183942,M,18-25,16,A,1,0,3,4.0,,13268
372,1001120,P00305042,M,18-25,4,A,0,1,11,13.0,16.0,3140
373,1001112,P00278642,M,18-25,6,A,4+,0,5,,,7043
374,1000881,P00036942,M,18-25,14,A,1,0,5,14.0,,5212
375,1003884,P00161942,M,18-25,4,A,1,1,5,8.0,,1825
376,1000869,P00177542,M,18-25,20,A,4+,1,1,8.0,,15249
377,1001802,P00346242,M,18-25,4,A,3,0,1,15.0,,15273
378,1002212,P00145042,M,18-25,4,A,2,1,1,2.0,5.0,11659
379,1003729,P00015542,M,18-25,4,A,2,0,1,2.0,13.0,7685
380,1003558,P00256042,M,18-25,17,A,3,0,6,8.0,16.0,16381
381,1000392,P00304742,M,18-25,7,A,0,0,8,,,3969
382,1003391,P00226142,M,18-25,4,A,0,0,8,9.0,,6120
383,1000524,P00336942,M,18-25,0,A,0,0,5,,,8623
384,1003029,P00117542,M,18-25,4,A,4+,0,18,,,3753
385,1003029,P00192042,M,18-25,4,A,4+,0,5,9.0,14.0,8612
386,1003391,P00285842,M,18-25,4,A,0,0,5,,,8761
387,1003029,P00051442,M,18-25,4,A,4+,0,8,17.0,,9996
388,1003391,P00259342,M,18-25,4,A,0,0,5,9.0,,8659
389,1003471,P00001942,M,18-25,4,A,1,0,5,,,3585
390,1001086,P00161942,M,18-25,4,A,2,0,5,8.0,,7033
391,1003605,P00121342,M,18-25,12,A,2,0,1,5.0,18.0,19022
392,1000438,P00151842,M,18-25,11,A,3,0,4,8.0,9.0,2821
393,1005750,P00057242,M,18-25,1,A,1,0,5,,,1801
394,1000438,P00070742,M,18-25,11,A,3,0,5,,,7063
